fighter,weight_class,elo,record,fights,wins,losses,draws,win_rate,finish_rate,last_fight,rank
Aljamain Sterling,Bantamweight,1674.1,14-4-0,18,14,4,0,77.8,42.9,2023-08-19,1
TJ Dillashaw,Bantamweight,1671.1,13-4-0,17,13,4,0,76.5,61.5,2022-10-22,2
Merab Dvalishvili,Bantamweight,1667.3,13-3-0,16,13,3,0,81.2,15.4,2025-12-06,3
Petr Yan,Bantamweight,1648.6,12-4-0,16,12,4,0,75.0,33.3,2025-12-06,4
Sean O'Malley,Bantamweight,1646.1,11-3-1,15,11,3,1,73.3,54.5,2026-01-24,5
Mario Bautista,Bantamweight,1634.0,11-3-0,14,11,3,0,78.6,45.5,2026-02-07,6
Montel Jackson,Bantamweight,1615.0,9-3-0,12,9,3,0,75.0,44.4,2025-10-11,7
Umar Nurmagomedov,Bantamweight,1614.0,7-1-0,8,7,1,0,87.5,28.6,2026-01-24,8
Cory Sandhagen,Bantamweight,1613.9,9-5-0,14,9,5,0,64.3,66.7,2025-10-04,9
Marlon Vera,Bantamweight,1602.8,13-9-0,22,13,9,0,59.1,76.9,2025-10-18,10
Urijah Faber,Bantamweight,1600.4,11-6-0,17,11,6,0,64.7,63.6,2019-12-14,11
Song Yadong,Bantamweight,1599.5,9-4-1,14,9,4,1,64.3,55.6,2026-01-24,12
Aiemann Zahabi,Bantamweight,1593.1,7-2-0,9,7,2,0,77.8,28.6,2025-10-18,13
Rob Font,Bantamweight,1590.2,11-7-0,18,11,7,0,61.1,63.6,2025-09-13,14
John Lineker,Bantamweight,1587.1,6-2-0,8,6,2,0,75.0,50.0,2019-04-27,15
Farid Basharat,Bantamweight,1586.8,5-0-0,5,5,0,0,100.0,20.0,2026-02-07,16
Raoni Barcelos,Bantamweight,1586.0,9-4-0,13,9,4,0,69.2,33.3,2025-11-08,17
Daniel Marcos,Bantamweight,1581.7,5-1-1,7,5,1,1,71.4,40.0,2025-11-08,18
Payton Talbott,Bantamweight,1580.5,5-1-0,6,5,1,0,83.3,60.0,2025-12-06,19
Erik Perez,Bantamweight,1580.4,7-2-0,9,7,2,0,77.8,42.9,2016-11-05,20
Raul Rosas Jr.,Bantamweight,1577.5,5-1-0,6,5,1,0,83.3,60.0,2025-03-29,21
Kyung Ho Kang,Bantamweight,1576.9,8-4-1,13,8,4,1,61.5,50.0,2024-06-22,22
Alejandro Perez,Bantamweight,1571.1,8-3-1,12,8,3,1,66.7,50.0,2021-10-02,23
Ricky Simon,Bantamweight,1567.5,9-6-0,15,9,6,0,60.0,55.6,2025-11-08,24
Dominick Cruz,Bantamweight,1567.2,7-3-0,10,7,3,0,70.0,14.3,2022-08-13,25
Manny Bermudez,Bantamweight,1564.5,3-0-0,3,3,0,0,100.0,100.0,2019-02-17,26
Rani Yahya,Bantamweight,1563.3,9-4-2,15,9,4,2,60.0,66.7,2024-04-27,27
Jonathan Martinez,Bantamweight,1562.8,8-5-0,13,8,5,0,61.5,50.0,2024-11-16,28
Jack Shore,Bantamweight,1562.0,5-1-0,6,5,1,0,83.3,40.0,2022-07-16,29
Brett Johns,Bantamweight,1560.0,5-2-0,7,5,2,0,71.4,40.0,2020-07-18,30
Nathaniel Wood,Bantamweight,1558.6,4-1-0,5,4,1,0,80.0,75.0,2020-07-25,31
Adrian Yanez,Bantamweight,1558.4,6-3-0,9,6,3,0,66.7,83.3,2024-12-14,32
Said Nurmagomedov,Bantamweight,1558.1,6-4-0,10,6,4,0,60.0,83.3,2025-07-26,33
Christian Rodriguez,Bantamweight,1556.9,3-0-0,3,3,0,0,100.0,33.3,2023-10-14,34
Kyler Phillips,Bantamweight,1556.4,6-3-0,9,6,3,0,66.7,33.3,2025-07-19,35
Vinicius Oliveira,Bantamweight,1555.4,4-1-0,5,4,1,0,80.0,25.0,2026-02-07,36
Marco Beltran,Bantamweight,1555.3,3-0-0,3,3,0,0,100.0,33.3,2016-07-07,37
Taylor Lapilus,Bantamweight,1553.9,5-2-0,7,5,2,0,71.4,20.0,2024-09-28,38
Rinya Nakamura,Bantamweight,1553.4,4-1-0,5,4,1,0,80.0,50.0,2025-08-02,39
Chris Gutierrez,Bantamweight,1552.2,7-4-1,12,7,4,1,58.3,28.6,2025-10-04,40
Marcus McGhee,Bantamweight,1550.4,3-1-0,4,3,1,0,75.0,66.7,2025-07-26,41
Brady Hiestand,Bantamweight,1549.6,3-1-0,4,3,1,0,75.0,66.7,2024-06-15,42
SuYoung You,Bantamweight,1546.2,3-0-0,3,3,0,0,100.0,0.0,2025-08-23,43
Cody Garbrandt,Bantamweight,1545.9,8-6-0,14,8,6,0,57.1,62.5,2025-06-14,44
Da'Mon Blackshear,Bantamweight,1545.4,5-4-1,10,5,4,1,50.0,80.0,2025-07-26,45
Michael McDonald,Bantamweight,1544.3,6-3-0,9,6,3,0,66.7,66.7,2016-07-13,46
Ricardo Ramos,Bantamweight,1543.2,4-1-0,5,4,1,0,80.0,25.0,2019-06-29,47
Deiveson Figueiredo,Bantamweight,1541.6,4-3-0,7,4,3,0,57.1,25.0,2026-01-24,48
Raphael Assuncao,Bantamweight,1540.8,12-6-0,18,12,6,0,66.7,25.0,2023-03-11,49
Jean Matsumoto,Bantamweight,1540.5,3-1-0,4,3,1,0,75.0,33.3,2026-02-07,50
Pedro Munhoz,Bantamweight,1537.7,10-10-2,22,10,10,2,45.5,60.0,2024-11-02,51
Victor Henry,Bantamweight,1537.4,4-2-1,7,4,2,1,57.1,25.0,2025-04-05,52
Bryan Caraway,Bantamweight,1536.2,5-4-0,9,5,4,0,55.6,60.0,2018-11-30,53
John Castaneda,Bantamweight,1535.2,3-2-0,5,3,2,0,60.0,66.7,2024-06-08,54
Davey Grant,Bantamweight,1534.6,8-7-0,15,8,7,0,53.3,50.0,2025-10-18,55
Alatengheili,Bantamweight,1533.8,5-3-1,9,5,3,1,55.6,20.0,2025-04-26,56
Aoriqileng,Bantamweight,1533.2,4-2-1,7,4,2,1,57.1,50.0,2025-10-18,57
Jimmie Rivera,Bantamweight,1532.4,6-4-0,10,6,4,0,60.0,16.7,2021-02-27,58
Renan Barao,Bantamweight,1532.1,8-5-0,13,8,5,0,61.5,62.5,2019-02-17,59
Chris Cariaso,Bantamweight,1531.4,3-1-0,4,3,1,0,75.0,0.0,2012-02-25,60
Iuri Alcantara,Bantamweight,1529.8,8-6-1,15,8,6,1,53.3,62.5,2018-08-25,61
John Dodson,Bantamweight,1529.6,5-5-0,10,5,5,0,50.0,60.0,2020-08-15,62
Jose Aldo,Bantamweight,1527.9,4-4-0,8,4,4,0,50.0,0.0,2024-10-05,63
Javid Basharat,Bantamweight,1522.9,4-2-1,7,4,2,1,57.1,0.0,2026-02-07,64
Tom Duquesnoy,Bantamweight,1522.0,2-1-0,3,2,1,0,66.7,50.0,2018-03-17,65
Ronnie Lawrence,Bantamweight,1521.8,2-1-1,4,2,1,1,50.0,50.0,2023-06-17,66
Ivan Menjivar,Bantamweight,1521.1,4-3-0,7,4,3,0,57.1,75.0,2013-09-21,67
Saidyokub Kakhramonov,Bantamweight,1520.6,2-1-0,3,2,1,0,66.7,50.0,2022-12-17,68
ChangHo Lee,Bantamweight,1520.0,2-1-0,3,2,1,0,66.7,50.0,2025-11-01,69
Douglas Silva de Andrade,Bantamweight,1519.8,5-4-0,9,5,4,0,55.6,60.0,2024-06-15,70
Henry Cejudo,Bantamweight,1519.2,3-4-0,7,3,4,0,42.9,66.7,2025-12-06,71
Serhiy Sidey,Bantamweight,1518.0,2-1-0,3,2,1,0,66.7,0.0,2025-05-03,72
Tony Kelley,Bantamweight,1517.4,2-1-0,3,2,1,0,66.7,50.0,2022-06-18,73
Miles Johns,Bantamweight,1516.8,6-4-1,11,6,4,1,54.5,33.3,2025-11-08,74
Hunter Azure,Bantamweight,1515.8,2-1-0,3,2,1,0,66.7,0.0,2021-04-10,75
Demetrious Johnson,Bantamweight,1515.3,2-1-0,3,2,1,0,66.7,0.0,2011-10-01,76
Thomas Almeida,Bantamweight,1511.8,5-4-0,9,5,4,0,55.6,80.0,2021-03-27,77
Sergio Pettis,Bantamweight,1510.8,3-2-0,5,3,2,0,60.0,0.0,2018-12-15,78
Casey Kenney,Bantamweight,1510.5,3-3-0,6,3,3,0,50.0,33.3,2021-08-07,79
Chris Beal,Bantamweight,1508.5,2-1-0,3,2,1,0,66.7,50.0,2016-06-18,80
Julio Arce,Bantamweight,1506.2,2-2-0,4,2,2,0,50.0,50.0,2022-11-12,81
Felipe Arantes,Bantamweight,1506.1,2-2-0,4,2,2,0,50.0,100.0,2018-06-23,82
Mitch Gagnon,Bantamweight,1505.7,4-4-0,8,4,4,0,50.0,75.0,2019-05-04,83
Royston Wee,Bantamweight,1505.1,2-1-0,3,2,1,0,66.7,0.0,2015-05-16,84
Sergey Morozov,Bantamweight,1504.8,3-2-0,5,3,2,0,60.0,0.0,2022-12-17,85
Alex Caceres,Bantamweight,1504.1,5-4-1,10,5,4,1,50.0,40.0,2015-06-06,86
Yaotzin Meza,Bantamweight,1502.9,1-1-1,3,1,1,1,33.3,100.0,2014-06-07,87
Caolan Loughran,Bantamweight,1502.4,2-2-0,4,2,2,0,50.0,0.0,2025-03-22,88
Andre Ewell,Bantamweight,1500.7,4-3-0,7,4,3,0,57.1,0.0,2021-07-24,89
Gustavo Lopez,Bantamweight,1500.5,1-1-1,3,1,1,1,33.3,100.0,2021-09-18,90
Tony Gravely,Bantamweight,1499.4,4-4-0,8,4,4,0,50.0,50.0,2023-03-11,91
Takeya Mizugaki,Bantamweight,1498.9,8-6-0,14,8,6,0,57.1,12.5,2016-12-17,92
Roland Delorme,Bantamweight,1498.4,3-3-1,7,3,3,1,42.9,66.7,2014-08-23,93
Mana Martinez,Bantamweight,1497.8,2-2-0,4,2,2,0,50.0,0.0,2023-03-04,94
Leandro Issa,Bantamweight,1496.0,2-3-0,5,2,3,0,40.0,100.0,2016-09-03,95
Garrett Armfield,Bantamweight,1495.0,2-2-0,4,2,2,0,50.0,50.0,2024-11-02,96
Bekzat Almakhan,Bantamweight,1495.0,1-2-0,3,1,2,0,33.3,100.0,2025-11-22,96
Miguel Torres,Bantamweight,1494.9,2-2-0,4,2,2,0,50.0,0.0,2012-04-21,98
Jerrod Sanders,Bantamweight,1494.1,1-1-1,3,1,1,1,33.3,0.0,2016-07-07,99
Cameron Saaiman,Bantamweight,1493.2,3-3-0,6,3,3,0,50.0,66.7,2025-04-26,100
Xiao Long,Bantamweight,1493.2,1-2-0,3,1,2,0,33.3,100.0,2025-08-23,100
Ken Stone,Bantamweight,1493.1,2-2-0,4,2,2,0,50.0,50.0,2012-08-11,102
Chico Camus,Bantamweight,1492.2,2-2-1,5,2,2,1,40.0,0.0,2014-05-24,103
Cody Stamann,Bantamweight,1492.2,5-5-1,11,5,5,1,45.5,20.0,2024-11-09,103
Pingyuan Liu,Bantamweight,1491.9,2-2-0,4,2,2,0,50.0,0.0,2019-12-21,105
Jose Quinonez,Bantamweight,1491.8,5-4-0,9,5,4,0,55.6,20.0,2020-12-05,106
Nick Pace,Bantamweight,1491.6,1-2-0,3,1,2,0,33.3,100.0,2011-11-19,107
Mike Easton,Bantamweight,1491.1,3-4-0,7,3,4,0,42.9,33.3,2014-06-14,108
Dustin Kimura,Bantamweight,1490.7,2-3-0,5,2,3,0,40.0,100.0,2014-12-13,109
Marlon Moraes,Bantamweight,1489.7,5-6-0,11,5,6,0,45.5,60.0,2022-03-12,110
Manvel Gamburyan,Bantamweight,1489.6,2-2-0,4,2,2,0,50.0,50.0,2016-11-19,111
George Roop,Bantamweight,1489.4,3-3-0,6,3,3,0,50.0,33.3,2015-09-26,112
Brian Bowles,Bantamweight,1489.0,2-2-0,4,2,2,0,50.0,50.0,2013-05-25,113
Luke Sanders,Bantamweight,1487.9,2-3-0,5,2,3,0,40.0,50.0,2019-02-17,114
Damian Stasiak,Bantamweight,1487.8,2-3-0,5,2,3,0,40.0,100.0,2018-07-22,115
Benito Lopez,Bantamweight,1487.3,2-2-0,4,2,2,0,50.0,0.0,2022-11-05,116
Cameron Smotherman,Bantamweight,1487.3,1-2-0,3,1,2,0,33.3,0.0,2025-06-14,116
Russell Doane,Bantamweight,1486.4,3-4-0,7,3,4,0,42.9,66.7,2018-02-24,118
Batgerel Danaa,Bantamweight,1486.4,3-4-0,7,3,4,0,42.9,100.0,2023-04-22,118
Ray Borg,Bantamweight,1485.7,1-2-0,3,1,2,0,33.3,0.0,2020-05-13,120
Michinori Tanaka,Bantamweight,1485.6,2-3-0,5,2,3,0,40.0,0.0,2017-02-04,121
Jeff Hougland,Bantamweight,1485.0,1-2-0,3,1,2,0,33.3,0.0,2012-11-10,122
Cole Smith,Bantamweight,1485.0,1-2-0,3,1,2,0,33.3,0.0,2020-09-05,122
Muin Gafurov,Bantamweight,1485.0,2-3-0,5,2,3,0,40.0,0.0,2026-02-07,122
Felipe Colares,Bantamweight,1484.9,1-2-0,3,1,2,0,33.3,0.0,2021-10-09,125
Luan Lacerda,Bantamweight,1483.3,1-2-0,3,1,2,0,33.3,100.0,2025-10-11,126
Anderson Dos Santos,Bantamweight,1482.8,1-2-0,3,1,2,0,33.3,100.0,2021-08-07,127
Raulian Paiva,Bantamweight,1482.6,1-2-0,3,1,2,0,33.3,0.0,2022-06-25,128
Masanori Kanehara,Bantamweight,1481.7,1-2-0,3,1,2,0,33.3,0.0,2016-01-02,129
Johnny Munoz,Bantamweight,1481.6,2-3-0,5,2,3,0,40.0,50.0,2023-10-07,130
Matt Schnell,Bantamweight,1480.7,1-2-1,4,1,2,1,25.0,100.0,2024-09-07,131
Chad Anheliger,Bantamweight,1480.6,2-3-0,5,2,3,0,40.0,50.0,2024-11-02,132
Gaston Bolanos,Bantamweight,1480.2,2-2-0,4,2,2,0,50.0,0.0,2025-05-03,133
Cristian Quinonez,Bantamweight,1479.8,1-2-0,3,1,2,0,33.3,100.0,2024-02-24,134
Francisco Rivera,Bantamweight,1479.3,4-6-1,11,4,6,1,36.4,75.0,2016-07-30,135
Reginaldo Vieira,Bantamweight,1477.5,1-2-0,3,1,2,0,33.3,0.0,2017-02-19,136
Matt Hobar,Bantamweight,1477.1,1-2-0,3,1,2,0,33.3,0.0,2014-12-06,137
Frankie Saenz,Bantamweight,1476.2,5-5-0,10,5,5,0,50.0,0.0,2020-08-01,138
Yuta Sasaki,Bantamweight,1476.0,1-2-0,3,1,2,0,33.3,100.0,2015-06-20,139
Hugo Viana,Bantamweight,1475.7,2-3-0,5,2,3,0,40.0,50.0,2015-08-01,140
Yves Jabouin,Bantamweight,1474.5,5-4-0,9,5,4,0,55.6,0.0,2015-08-23,141
Ricky Turcios,Bantamweight,1473.6,2-3-0,5,2,3,0,40.0,0.0,2025-01-18,142
Vaughan Lee,Bantamweight,1472.6,3-4-0,7,3,4,0,42.9,33.3,2014-05-31,143
Edwin Figueroa,Bantamweight,1472.2,2-4-0,6,2,4,0,33.3,50.0,2013-11-16,144
Matthew Lopez,Bantamweight,1471.3,2-4-0,6,2,4,0,33.3,50.0,2018-12-08,145
Brandon Davis,Bantamweight,1471.1,1-3-0,4,1,3,0,25.0,100.0,2022-10-15,146
Louis Smolka,Bantamweight,1470.7,3-4-0,7,3,4,0,42.9,100.0,2022-05-14,147
Sumudaerji,Bantamweight,1470.4,1-2-0,3,1,2,0,33.3,0.0,2023-12-09,148
Domingo Pilarte,Bantamweight,1469.9,0-2-1,3,0,2,1,0.0,0.0,2021-08-21,149
Reuben Duran,Bantamweight,1469.2,1-3-0,4,1,3,0,25.0,100.0,2013-03-16,150
Brad Pickett,Bantamweight,1469.2,4-6-0,10,4,6,0,40.0,50.0,2016-12-17,150
Johnny Bedford,Bantamweight,1469.0,2-3-1,6,2,3,1,33.3,100.0,2014-09-13,152
Khalid Taha,Bantamweight,1467.8,1-3-1,5,1,3,1,20.0,100.0,2022-09-03,153
Quang Le,Bantamweight,1466.2,1-3-0,4,1,3,0,25.0,100.0,2025-09-13,154
Frankie Edgar,Bantamweight,1465.3,1-3-0,4,1,3,0,25.0,0.0,2022-11-12,155
Walel Watson,Bantamweight,1465.2,1-3-0,4,1,3,0,25.0,100.0,2012-09-22,156
Andre Soukhamthath,Bantamweight,1464.7,2-5-0,7,2,5,0,28.6,50.0,2019-08-31,157
Brian Kelleher,Bantamweight,1464.7,5-6-0,11,5,6,0,45.5,60.0,2024-07-20,157
Journey Newson,Bantamweight,1464.4,1-3-1,5,1,3,1,20.0,0.0,2022-12-17,159
Guido Cannetti,Bantamweight,1463.5,4-6-0,10,4,6,0,40.0,50.0,2023-03-11,160
Mark De La Rosa,Bantamweight,1463.5,1-3-0,4,1,3,0,25.0,0.0,2020-06-13,160
Dan Argueta,Bantamweight,1463.2,0-2-2,4,0,2,2,0.0,0.0,2024-10-12,162
Patrick Williams,Bantamweight,1461.5,1-3-0,4,1,3,0,25.0,100.0,2018-04-14,163
Marcus Brimage,Bantamweight,1460.9,1-3-0,4,1,3,0,25.0,100.0,2015-07-18,164
Brad Katona,Bantamweight,1460.5,3-5-0,8,3,5,0,37.5,0.0,2025-05-10,165
Johnny Eduardo,Bantamweight,1459.7,3-5-0,8,3,5,0,37.5,66.7,2021-10-02,166
Eddie Wineland,Bantamweight,1459.4,6-10-0,16,6,10,0,37.5,83.3,2022-06-18,167
Trevin Jones,Bantamweight,1458.1,1-4-0,5,1,4,0,20.0,100.0,2023-03-04,168
Toshiomi Kazama,Bantamweight,1458.1,1-3-0,4,1,3,0,25.0,100.0,2025-08-09,168
Scott Jorgensen,Bantamweight,1457.4,3-5-0,8,3,5,0,37.5,66.7,2015-11-21,170
Roman Salazar,Bantamweight,1453.8,0-2-1,3,0,2,1,0.0,0.0,2015-08-08,171
Joe Soto,Bantamweight,1453.6,2-5-0,7,2,5,0,28.6,50.0,2018-02-03,172
Vince Morales,Bantamweight,1453.4,3-7-0,10,3,7,0,30.0,33.3,2025-03-29,173
Fernie Garcia,Bantamweight,1453.0,0-3-0,3,0,3,0,0.0,0.0,2023-08-26,174
Terrion Ware,Bantamweight,1452.7,0-3-0,3,0,3,0,0.0,0.0,2018-09-15,175
Randy Costa,Bantamweight,1452.3,2-4-0,6,2,4,0,33.3,100.0,2022-10-01,176
Henry Briones,Bantamweight,1451.3,1-4-0,5,1,4,0,20.0,100.0,2018-05-19,177
Anthony Birchak,Bantamweight,1450.4,2-4-0,6,2,4,0,33.3,50.0,2021-04-17,178
Jay Perrin,Bantamweight,1447.6,0-3-0,3,0,3,0,0.0,0.0,2022-12-10,179
Aaron Phillips,Bantamweight,1447.4,0-3-0,3,0,3,0,0.0,0.0,2023-04-15,180
Norifumi Yamamoto,Bantamweight,1447.3,0-3-1,4,0,3,1,0.0,0.0,2015-02-28,181
Will Campuzano,Bantamweight,1446.9,0-3-0,3,0,3,0,0.0,0.0,2013-11-16,182
Cole Escovedo,Bantamweight,1446.9,0-3-0,3,0,3,0,0.0,0.0,2011-11-12,182
Albert Morales,Bantamweight,1446.0,1-4-1,6,1,4,1,16.7,0.0,2018-02-24,184
Cody Gibson,Bantamweight,1444.7,3-7-0,10,3,7,0,30.0,66.7,2025-10-18,185
Teruto Ishihara,Bantamweight,1443.5,0-3-0,3,0,3,0,0.0,0.0,2019-02-09,186
Kevin Natividad,Bantamweight,1439.6,0-3-0,3,0,3,0,0.0,0.0,2022-11-19,187
Martin Day,Bantamweight,1437.3,0-3-0,3,0,3,0,0.0,0.0,2020-11-28,188
Dustin Pague,Bantamweight,1434.7,1-5-0,6,1,5,0,16.7,100.0,2013-10-19,189
Kris Moutinho,Bantamweight,1434.6,0-3-0,3,0,3,0,0.0,0.0,2025-06-14,190
John Albert,Bantamweight,1433.4,1-4-0,5,1,4,0,20.0,100.0,2013-07-27,191
Damacio Page,Bantamweight,1431.2,0-3-0,3,0,3,0,0.0,0.0,2012-07-11,192
Saimon Oliveira,Bantamweight,1416.9,0-4-0,4,0,4,0,0.0,0.0,2025-10-11,193
Alexander Volkanovski,Featherweight,1712.6,13-1-0,14,13,1,0,92.9,30.8,2026-01-31,1
Max Holloway,Featherweight,1703.3,20-7-0,27,20,7,0,74.1,55.0,2024-10-26,2
Ilia Topuria,Featherweight,1670.6,7-0-0,7,7,0,0,100.0,71.4,2024-10-26,3
Conor McGregor,Featherweight,1660.8,7-0-0,7,7,0,0,100.0,85.7,2015-12-12,4
Lerone Murphy,Featherweight,1653.1,9-0-1,10,9,0,1,90.0,33.3,2025-08-16,5
Melquizael Costa,Featherweight,1632.3,7-0-0,7,7,0,0,100.0,57.1,2026-02-21,6
Steve Garcia,Featherweight,1627.5,6-0-0,6,6,0,0,100.0,83.3,2025-11-01,7
Arnold Allen,Featherweight,1627.4,11-3-0,14,11,3,0,78.6,36.4,2026-01-24,8
Movsar Evloev,Featherweight,1624.3,8-0-0,8,8,0,0,100.0,0.0,2024-12-07,9
Yair Rodriguez,Featherweight,1613.5,11-4-1,16,11,4,1,68.8,45.5,2025-04-12,10
Zabit Magomedsharipov,Featherweight,1609.8,6-0-0,6,6,0,0,100.0,50.0,2019-11-09,11
Brian Ortega,Featherweight,1605.6,8-4-1,13,8,4,1,61.5,87.5,2024-09-14,12
Youssef Zalal,Featherweight,1604.4,8-3-0,11,8,3,0,72.7,50.0,2025-10-04,13
Chas Skelly,Featherweight,1595.2,8-3-1,12,8,3,1,66.7,75.0,2022-02-19,14
Pat Sabatini,Featherweight,1595.0,8-2-0,10,8,2,0,80.0,37.5,2025-11-15,15
Jean Silva,Featherweight,1590.2,5-1-0,6,5,1,0,83.3,80.0,2026-01-24,16
Diego Lopes,Featherweight,1590.0,5-3-0,8,5,3,0,62.5,80.0,2026-01-31,17
Ricardo Lamas,Featherweight,1588.8,11-6-0,17,11,6,0,64.7,63.6,2020-08-29,18
Jose Aldo,Featherweight,1588.7,10-5-0,15,10,5,0,66.7,40.0,2025-05-10,19
Sean Woodson,Featherweight,1587.5,7-1-1,9,7,1,1,77.8,28.6,2025-04-12,20
Cub Swanson,Featherweight,1586.4,15-9-0,24,15,9,0,62.5,46.7,2024-12-14,21
Dustin Poirier,Featherweight,1585.1,8-3-0,11,8,3,0,72.7,62.5,2014-09-27,22
Joanderson Brito,Featherweight,1580.5,6-3-0,9,6,3,0,66.7,83.3,2025-12-13,23
Shane Burgos,Featherweight,1576.6,8-3-0,11,8,3,0,72.7,37.5,2022-07-16,24
Nathaniel Wood,Featherweight,1576.1,6-1-0,7,6,1,0,85.7,0.0,2025-10-25,25
Frankie Edgar,Featherweight,1574.9,8-5-0,13,8,5,0,61.5,50.0,2019-12-21,26
William Gomis,Featherweight,1568.7,5-1-0,6,5,1,0,83.3,20.0,2025-09-06,27
Chan Sung Jung,Featherweight,1568.1,7-5-0,12,7,5,0,58.3,85.7,2023-08-26,28
Josh Emmett,Featherweight,1567.2,8-5-0,13,8,5,0,61.5,50.0,2025-10-04,29
Chad Mendes,Featherweight,1565.8,9-5-0,14,9,5,0,64.3,66.7,2018-12-29,30
Kevin Vallejos,Featherweight,1564.6,3-0-0,3,3,0,0,100.0,66.7,2025-12-13,31
Darren Elkins,Featherweight,1564.2,18-10-0,28,18,10,0,64.3,33.3,2025-04-12,32
Mairon Santos,Featherweight,1562.4,3-0-0,3,3,0,0,100.0,66.7,2025-12-06,33
David Onama,Featherweight,1561.8,5-2-0,7,5,2,0,71.4,60.0,2025-11-01,34
Dan Ige,Featherweight,1561.6,11-9-0,20,11,9,0,55.0,54.5,2026-02-21,35
Grant Dawson,Featherweight,1559.3,3-0-0,3,3,0,0,100.0,66.7,2020-02-29,36
Giga Chikadze,Featherweight,1558.0,8-4-0,12,8,4,0,66.7,37.5,2025-12-13,37
Bryce Mitchell,Featherweight,1557.1,8-3-0,11,8,3,0,72.7,25.0,2025-04-12,38
Zubaira Tukhugov,Featherweight,1556.0,5-2-1,8,5,2,1,62.5,40.0,2021-10-30,39
Chepe Mariscal,Featherweight,1555.8,4-1-0,5,4,1,0,80.0,25.0,2025-11-15,40
Sodiq Yusuff,Featherweight,1554.0,6-3-0,9,6,3,0,66.7,50.0,2024-04-13,41
Jared Gordon,Featherweight,1553.0,3-0-0,3,3,0,0,100.0,33.3,2021-02-20,42
Dooho Choi,Featherweight,1552.4,5-3-1,9,5,3,1,55.6,100.0,2024-12-07,43
Alex Caceres,Featherweight,1546.7,11-9-0,20,11,9,0,55.0,36.4,2024-05-11,44
Julio Arce,Featherweight,1544.9,4-2-0,6,4,2,0,66.7,75.0,2024-03-30,45
Edimilson Souza,Featherweight,1538.6,3-1-0,4,3,1,0,75.0,66.7,2015-11-07,46
Edson Barboza,Featherweight,1536.2,4-4-0,8,4,4,0,50.0,50.0,2024-05-18,47
Damon Jackson,Featherweight,1535.1,6-4-2,12,6,4,2,50.0,50.0,2024-08-10,48
Diego Brandao,Featherweight,1533.7,6-4-0,10,6,4,0,60.0,66.7,2016-01-02,49
Jose Delgado,Featherweight,1533.7,2-1-0,3,2,1,0,66.7,100.0,2025-10-25,49
Charles Oliveira,Featherweight,1533.0,7-5-0,12,7,5,0,58.3,85.7,2016-11-05,51
Rani Yahya,Featherweight,1531.0,4-2-0,6,4,2,0,66.7,25.0,2013-11-30,52
Jonathan Pearce,Featherweight,1530.1,5-3-0,8,5,3,0,62.5,60.0,2024-10-12,53
Charles Jourdain,Featherweight,1529.6,6-5-1,12,6,5,1,50.0,66.7,2024-06-29,54
Renato Moicano,Featherweight,1528.6,5-3-0,8,5,3,0,62.5,40.0,2019-06-22,55
Ryan Hall,Featherweight,1528.2,3-1-0,4,3,1,0,75.0,0.0,2021-12-11,56
Yadier del Valle,Featherweight,1527.2,2-1-0,3,2,1,0,66.7,100.0,2026-02-21,57
Enrique Barzola,Featherweight,1526.1,5-3-0,8,5,3,0,62.5,0.0,2019-10-26,58
Hakeem Dawodu,Featherweight,1526.1,6-4-0,10,6,4,0,60.0,16.7,2023-08-12,58
Jamall Emmers,Featherweight,1524.5,5-4-0,9,5,4,0,55.6,40.0,2025-11-08,60
Teruto Ishihara,Featherweight,1524.1,3-2-1,6,3,2,1,50.0,66.7,2017-09-22,61
Rodrigo Damm,Featherweight,1522.3,2-1-0,3,2,1,0,66.7,50.0,2013-06-08,62
Calvin Kattar,Featherweight,1521.9,7-8-0,15,7,8,0,46.7,57.1,2025-07-12,63
Hyder Amil,Featherweight,1521.2,3-2-0,5,3,2,0,60.0,66.7,2025-11-08,64
Morgan Charriere,Featherweight,1521.1,3-3-0,6,3,3,0,50.0,100.0,2025-12-13,65
Andre Fili,Featherweight,1520.9,13-11-1,25,13,11,1,52.0,30.8,2025-08-09,66
Mirsad Bektic,Featherweight,1520.4,6-4-0,10,6,4,0,60.0,50.0,2020-09-19,67
Marcus Brimage,Featherweight,1520.2,3-1-0,4,3,1,0,75.0,0.0,2013-04-06,68
Nik Lentz,Featherweight,1518.6,4-3-0,7,4,3,0,57.1,25.0,2020-01-25,69
Kyle Nelson,Featherweight,1518.4,4-3-1,8,4,3,1,50.0,50.0,2024-09-07,70
Muhammad Naimov,Featherweight,1518.2,4-2-0,6,4,2,0,66.7,25.0,2025-12-06,71
Gray Maynard,Featherweight,1516.5,2-1-0,3,2,1,0,66.7,0.0,2017-07-07,72
Danny Silva,Featherweight,1516.2,2-1-0,3,2,1,0,66.7,0.0,2025-08-02,73
Jeremy Stephens,Featherweight,1515.7,8-9-1,18,8,9,1,44.4,50.0,2020-05-09,74
Luis Saldana,Featherweight,1515.6,2-1-1,4,2,1,1,50.0,0.0,2022-08-20,75
Julian Erosa,Featherweight,1514.9,6-7-0,13,6,7,0,46.2,66.7,2025-05-17,76
Cody Stamann,Featherweight,1514.9,2-1-0,3,2,1,0,66.7,0.0,2020-07-15,76
Jack Jenkins,Featherweight,1513.9,4-2-0,6,4,2,0,66.7,25.0,2025-09-27,78
